ZPID,Address,City,State,Price,Monthly Rent,Monthly Cash Flow,ROI %,Monthly Tax,MLS ID,Bedrooms,Bathrooms,Year Built,Property Type
78896062,"1628 Hamlin Ave, Wichita Falls, TX 76301","Wichita Falls",TX,105000,959,175,19.95,127,178588,3,1,1952,"SINGLE_FAMILY"
26132650,"2236 Schley, San Antonio, TX 78210","San Antonio",TX,139000,1296,230,19.89,244,1877898,3,1,1962,"SINGLE_FAMILY"
78828998,"1908 Division St, Greenville, TX 75401","Greenville",TX,151900,1287,251,19.85,152,21148036,3,1,1950,"SINGLE_FAMILY"
14964157,"3106 Truxton Road, Augusta, GA 30906","Augusta",GA,179997,1444,298,19.84,127,543576,3,2,1968,"SINGLE_FAMILY"
90143312,"16634 S Diego Rd, Yucca, AZ 86438","Yucca",AZ,199000,1456,329,19.82,16,1040189,0,0,0,"LOT"
453183073,"117 Wrench Ln, Bainbridge, NY 13733","Bainbridge",NY,159500,1501,263,19.77,318,R1613747,2,1,1992,"SINGLE_FAMILY"
456949702,"255 Fair Ave, Marenisco, MI 49947","Marenisco",MI,199000,1686,327,19.75,247,NS1086068,1,3,2000,"SINGLE_FAMILY"
76106209,"705 W Washington Ave, Jonesboro, AR 72401","Jonesboro",AR,146900,1159,241,19.72,58,10128796,3,1,0,"SINGLE_FAMILY"
447321724,"2756 Gresham Rd SE, Atlanta, GA 30316","Atlanta",GA,280000,2239,458,19.61,229,7709826,4,2,1954,"SINGLE_FAMILY"
461021964,"1133 Wisteria Dr #1, Tuscaloosa, AL 35405","Tuscaloosa",AL,214900,1702,351,19.6,63,173937,3,2,1997,"SINGLE_FAMILY"
58164865,"706 Sapphire Ct, Inman, SC 29349","Inman",SC,225000,1700,367,19.58,46,1585711,5,2,2001,"MANUFACTURED"
70042729,"797 Gabbettville Rd, Lagrange, GA 30240","Lagrange",GA,219900,1848,359,19.58,227,10727982,4,2,1967,"SINGLE_FAMILY"
297545,"601 W 51st St, N Little Rock, AR 72118","N Little Rock",AR,119300,964,194,19.56,43,26012983,2,1,1954,"SINGLE_FAMILY"
48386163,"1566 Laura St, Springfield, OR 97477","Springfield",OR,299900,2178,488,19.54,41,417429576,3,3,1930,"MULTI_FAMILY"
521556,"1467 Ridge Pl SE, Washington, DC 20020","Washington",DC,299900,3374,488,19.54,1237,DCDC2248288,3,3,1927,"TOWNHOUSE"
92076725,"4011 McVay St SW, Huntsville, AL 35805","Huntsville",AL,109900,885,179,19.54,25,21908660,2,1,1944,"SINGLE_FAMILY"
42225272,"4362 Suncrest Dr, Memphis, TN 38127","Memphis",TN,145000,1157,235,19.46,71,10217655,4,1,1959,"SINGLE_FAMILY"
67635012,"110 N Hillside St, Red Oak, TX 75154","Red Oak",TX,229900,1953,371,19.35,271,21200693,3,2,1952,"SINGLE_FAMILY"
457730328,"903 Parkview Pl #A & B, Gulfport, MS 39507","Gulfport",MS,198000,1543,318,19.25,119,4129833,6,4,2006,"MULTI_FAMILY"
55112382,"1529 Via Della Scala, Henderson, NV 89052","Henderson",NV,499000,4045,793,19.06,504,2768267,0,0,0,"LOT"
42797694,"14401 Front Beach Rd Unit 308, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1447,277,19.01,175,779056,0,1,1965,"CONDO"
43490491,"2808 Forest Dr, Melbourne, FL 32901","Melbourne",FL,299000,2364,473,19,246,1069553,3,2,1976,"SINGLE_FAMILY"
102893817,"8577 N 1175 E, Walkerton, IN 46574","Walkerton",IN,170000,1286,267,18.84,48,834147,2,1,2008,"SINGLE_FAMILY"
54926615,"25806 Cockleshell Dr #314, Bonita Springs, FL 34135","Bonita Springs",FL,225000,2234,351,18.7,46,2025012731,2,2,1980,"CONDO"
17491012,"7421 Bannock Trl, Yucca Valley, CA 92284","Yucca Valley",CA,229900,1881,358,18.69,212,219141974DA,3,1,1961,"SINGLE_FAMILY"
276774,"510 Gordon St, North Little Rock, AR 72117","North Little Rock",AR,150000,1154,233,18.68,46,26006639,3,2,1950,"SINGLE_FAMILY"
380065,"21 Delavega Cir, Hot Springs Village, AR 71909","Hot Springs Village",AR,262000,2244,407,18.65,255,26011928,3,2,1990,"SINGLE_FAMILY"
448859862,"276 E Broadway St S #3, Salt Lake City, UT 84111","Salt Lake City",UT,169000,1586,262,18.64,69,2131445,1,1,1910,"CONDO"
28829906,"224 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1705,364,18.59,6,471533,3,2,2026,"SINGLE_FAMILY"
441489914,"56 Pine Trak Unit 101E, Ocala, FL 34472","Ocala",FL,121900,1297,188,18.56,165,TB8382044,2,2,1984,"CONDO"
50717287,"1008 Tangerine, La feria, TX 78559","La feria",TX,145000,1214,223,18.45,124,494442,3,2,2000,"MANUFACTURED"
125322973,"3147 Lake Lane Rd, Napier, WV 26631","Napier",WV,240000,1811,368,18.39,84,10163768,4,3,2006,"SINGLE_FAMILY"
460547070,"10232 Regal Oaks Dr #32B, Dallas, TX 75230","Dallas",TX,129500,1154,198,18.36,180,21181854,1,1,1970,"CONDO"
31586850,"7900 New Floyd Rd, Rome, NY 13440","Rome",NY,299900,2290,457,18.28,184,S1516352,3,2,1956,"SINGLE_FAMILY"
116514225,"123 S 4th St, Bearcreek, MT 59007","Bearcreek",MT,254900,1861,387,18.22,42,355768,3,2,1992,"SINGLE_FAMILY"
73828566,"440 Vallette St, New Orleans, LA 70114","New Orleans",LA,425000,3188,645,18.21,290,2550546,5,3,1890,"SINGLE_FAMILY"
47305608,"348 Gordon Ave, Lake Wales, FL 33859","Lake Wales",FL,199900,1509,303,18.19,90,P4937240,2,1,1938,"SINGLE_FAMILY"
75247541,"1002 Left Bank Dr, Florence, SC 29501","Florence",SC,325000,2361,490,18.09,101,2601025,3,3,1988,"SINGLE_FAMILY"
43941058,"5851 W 20th Ave APT 409, Hialeah, FL 33012","Hialeah",FL,330000,3066,496,18.04,322,A11940685,3,3,1983,"TOWNHOUSE"
47297796,"326 Nesbitt Park Ave, Davenport, FL 33897","Davenport",FL,197600,1551,293,17.8,83,O6392181,2,2,1996,"MANUFACTURED"
202684833,"600 E 5th St, Ferris, TX 75125","Ferris",TX,229900,1932,340,17.73,282,21207822,2,1,1969,"SINGLE_FAMILY"
78826579,"1806 Wellington St, Greenville, TX 75401","Greenville",TX,159800,1477,235,17.65,320,21149888,3,1,1940,"SINGLE_FAMILY"
50789862,"1412 Dartmouth St, Longview, TX 75601","Longview",TX,239900,1740,352,17.62,29,20262979,3,2,1961,"SINGLE_FAMILY"
26254638,"422 Ellana Claire, San Antonio, TX 78225","San Antonio",TX,175000,1642,255,17.49,391,1926203,3,2,1947,"SINGLE_FAMILY"
442341341,"13819 N 34th Ln, McAllen, TX 78504","McAllen",TX,449000,3539,654,17.47,516,502792,4,5,2023,"SINGLE_FAMILY"
47079403,"2491 Coronado Way, Dunedin, FL 34698","Dunedin",FL,474000,3261,690,17.47,81,O6347300,3,2,1957,"SINGLE_FAMILY"
243009307,"50 N Duncan Hill Ln, Taylorsville, NC 28681","Taylorsville",NC,189500,1389,276,17.45,48,4325792,3,2,1999,"MANUFACTURED"
2105790924,"2040 E Maple Ave, Flint, MI 48507","Flint",MI,249900,2061,362,17.39,292,20250031572,4,2,1912,"SINGLE_FAMILY"
2130563648,"2017 Governor Nicholls St, New Orleans, LA 70116","New Orleans",LA,344000,2664,492,17.18,310,2548684,3,2,1920,"MULTI_FAMILY"
21872863,"1616 SW 62nd St, Oklahoma City, OK 73159","Oklahoma City",OK,225000,1781,322,17.18,172,1216774,3,4,1953,"SINGLE_FAMILY"
28829911,"211 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,334,17.08,36,471538,3,2,2026,"SINGLE_FAMILY"
2093689813,"66569 Gallatin Rd, Gallatin Gateway, MT 59730","Gallatin Gateway",MT,299000,2226,424,17.03,157,410025,0,0,0,"LOT"
28829905,"220 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,333,17,38,471537,3,2,2026,"SINGLE_FAMILY"
108841356,"13212 Mile 16 N, Edinburg, TX 78542","Edinburg",TX,205000,1605,290,16.98,124,498254,3,2,2020,"SINGLE_FAMILY"
37704802,"731 N Westover Dr, Salisbury, MD 21801","Salisbury",MD,135000,1018,190,16.93,25,MDWC2014432,2,1,1947,"SINGLE_FAMILY"
50397172,"3670 Holland Dr, Beaumont, TX 77707","Beaumont",TX,170040,1440,239,16.89,229,263762,3,2,0,"SINGLE_FAMILY"
28850745,"5022 Kasper St, Corpus Christi, TX 78415","Corpus Christi",TX,130000,1156,182,16.82,196,474452,2,1,1953,"SINGLE_FAMILY"
92142404,"1211 Baltimore Hill Rd NE, Huntsville, AL 35810","Huntsville",AL,160000,1170,224,16.81,23,21909927,3,1,1962,"SINGLE_FAMILY"
6967131,"928 Rockview Dr Unit 101, Las Vegas, NV 89128","Las Vegas",NV,215000,1595,299,16.68,57,2769731,2,2,1990,"CONDO"
109811988,"3120 Stockwell Rd, Bossier City, LA 71111","Bossier City",LA,206500,1688,287,16.66,204,21174208,3,2,2001,"SINGLE_FAMILY"
45433227,"6049 Perthshire Ln, Fort Myers, FL 33908","Fort Myers",FL,485000,3588,668,16.54,356,2025003765,3,2,1981,"SINGLE_FAMILY"
460900076,"1907 Isleta Blvd SW Unit 7, Albuquerque, NM 87105","Albuquerque",NM,284900,2172,391,16.48,204,1099392,3,3,1959,"SINGLE_FAMILY"
26717138,"2522 W Clarendon Dr, Dallas, TX 75211","Dallas",TX,274900,2313,376,16.43,408,21146415,4,2,1924,"SINGLE_FAMILY"
99433885,"82 McKenzie Ln, Lonoke, AR 72142","Lonoke",AR,120000,942,164,16.37,49,26009989,1,2,2013,"SINGLE_FAMILY"
148980848,"1530 Rousselin Dr, New Orleans, LA 70119","New Orleans",LA,169900,1296,231,16.31,94,2547262,1,1,1968,"SINGLE_FAMILY"
27026805,"1425 W Walnut St, Garland, TX 75042","Garland",TX,275000,1913,374,16.3,11,21203972,3,2,1950,"SINGLE_FAMILY"
42331895,"7565 Wintergreen Ln, Cordova, TN 38018","Cordova",TN,350000,2581,473,16.23,190,10212949,4,3,1997,"APARTMENT"
46156088,"1214 N Pine Hills Rd, Orlando, FL 32808","Orlando",FL,440000,3287,595,16.21,367,O6379821,5,3,1952,"SINGLE_FAMILY"
63560630,"132 Sloughside Dr, Adger, AL 35006","Adger",AL,149900,1111,202,16.14,35,21441752,2,2,1982,"MANUFACTURED"
54101290,"4309 31st St, Lubbock, TX 79410","Lubbock",TX,144950,1281,194,16.06,237,202604484,3,1,1952,"SINGLE_FAMILY"
126698211,"39 Vail Ave #109, Angel Fire, NM 87710","Angel Fire",NM,279000,2286,371,15.95,112,114431,2,2,1982,"CONDO"
87633509,"9902 S Thomas Dr Unit 837, Panama City Beach, FL 32408","Panama City Beach",FL,269900,2112,358,15.91,250,788077,1,2,2007,"CONDO"
73584804,"4410 Tara Gale Ct, Louisville, KY 40216","Louisville",KY,235000,1815,311,15.86,169,1713802,3,2,1955,"SINGLE_FAMILY"
27013396,"2045 Delmar Dr, Garland, TX 75041","Garland",TX,275000,1988,360,15.69,100,21162764,4,2,1954,"SINGLE_FAMILY"
2067855888,"Lot#58 Twin Oaks Mountain Boulevard, Sparta, NC 28675","Sparta",NC,92500,839,121,15.68,46,260956,0,0,0,"LOT"
23617413,"3121 Bennett Drive, Bellingham, WA 98225","Bellingham",WA,325000,2409,423,15.62,216,2485672,3,2,1981,"MANUFACTURED"
337151181,"4507 W Rogers Rd, Edinburg, TX 78541","Edinburg",TX,375000,2824,488,15.62,324,494300,6,4,1989,"SINGLE_FAMILY"
47379224,"2119 W Patterson St, Lakeland, FL 33815","Lakeland",FL,235000,1727,303,15.45,89,P4935554,4,1,1964,"SINGLE_FAMILY"
458055488,"3321 E Alexa St, Edinburg, TX 78542","Edinburg",TX,260000,1906,334,15.42,116,498043,3,3,2025,"SINGLE_FAMILY"
444262255,"0 TBD High Country Drive W, Tonasket, WA 98855","Tonasket",WA,325000,2395,416,15.37,209,2472151,1,1,1997,"SINGLE_FAMILY"
42942756,"3221 NE 8th St APT 103, Pompano Beach, FL 33062","Pompano Beach",FL,314000,3109,402,15.36,337,A11956246,2,2,1969,"CONDO"
97557134,"845 Tee, Spring Branch, TX 78070","Spring Branch",TX,259638,1834,331,15.31,48,1931119,3,2,2025,"SINGLE_FAMILY"
193856158,"715 Walnut, Jourdanton, TX 78026","Jourdanton",TX,245000,1740,312,15.3,44,1939985,3,2,1960,"SINGLE_FAMILY"
21999468,"3028 Chetwood Dr, Del City, OK 73115","Del City",OK,169000,1263,215,15.25,82,1211692,3,2,1963,"SINGLE_FAMILY"
54085983,"3513 45th St, Lubbock, TX 79413","Lubbock",TX,399900,3185,508,15.23,545,202601242,4,3,1956,"SINGLE_FAMILY"
44519264,"1045 E 11TH Street, Jacksonville, FL 32206","Jacksonville",FL,129000,1017,163,15.21,80,2093956,2,1,1928,"SINGLE_FAMILY"
49664190,"513 Highland Ave SE, Roanoke, VA 24013","Roanoke",VA,195000,1411,247,15.21,72,925483,3,2,1900,"SINGLE_FAMILY"
2054322354,"4743 Jennmar Way #56, New Pt Richey, FL 34652","New Pt Richey",FL,139000,1278,176,15.2,200,U8239487,0,0,0,"LOT"
110889698,"36766 Longleaf Dr, Independence, LA 70443","Independence",LA,175000,1267,221,15.18,50,2544381,3,1,1994,"SINGLE_FAMILY"
219635203,"2490 State Highway 30a, Fonda, NY 12068","Fonda",NY,165000,1155,206,15,2,202526279,1,1,2021,"SINGLE_FAMILY"
